Case ID,Activity,Resource,Start Timestamp,Complete Timestamp
184439,W_Completeren aanvraag,10909.0,2011-11-11 16:00:53.198000+00:00,2011-11-11 16:02:35.167000+00:00
176374,W_Valideren aanvraag,10138.0,2011-11-11 16:04:35.986000+00:00,2011-11-11 16:10:41.099000+00:00
182350,W_Completeren aanvraag,11201.0,2011-11-11 16:05:33.063000+00:00,2011-11-11 16:05:53.795000+00:00
184460,W_Completeren aanvraag,11201.0,2011-11-11 16:06:04.341000+00:00,2011-11-11 16:14:35.299000+00:00
181486,W_Valideren aanvraag,10609.0,2011-11-11 16:07:30.859000+00:00,2011-11-11 16:21:29.948000+00:00
184454,W_Completeren aanvraag,11121.0,2011-11-11 16:08:08.749000+00:00,2011-11-11 16:08:15.620000+00:00
184469,W_Completeren aanvraag,11121.0,2011-11-11 16:08:43.197000+00:00,2011-11-11 16:10:33.318000+00:00
176374,W_Nabellen incomplete dossiers,10138.0,2011-11-11 16:11:36.584000+00:00,2011-11-11 16:19:27.701000+00:00
183700,W_Nabellen offertes,10909.0,2011-11-11 16:14:06.832000+00:00,2011-11-11 16:16:12.456000+00:00
184366,W_Completeren aanvraag,NOT SET,2011-11-11 16:18:44.691000+00:00,2011-11-11 16:18:58.707000+00:00
180505,W_Valideren aanvraag,10609.0,2011-11-11 16:23:12.637000+00:00,2011-11-11 16:53:04.740000+00:00
184499,W_Completeren aanvraag,NOT SET,2011-11-11 16:24:10.800000+00:00,2011-11-11 16:33:00.928000+00:00
184454,W_Completeren aanvraag,11201.0,2011-11-11 16:24:25.514000+00:00,2011-11-11 16:30:28.519000+00:00
184484,W_Completeren aanvraag,NOT SET,2011-11-11 16:27:35.543000+00:00,2011-11-11 16:29:59.174000+00:00
184366,W_Completeren aanvraag,11201.0,2011-11-11 16:30:46.500000+00:00,2011-11-11 16:43:13.634000+00:00
184484,W_Completeren aanvraag,11121.0,2011-11-11 16:30:48.131000+00:00,2011-11-11 16:30:56.683000+00:00
184490,W_Completeren aanvraag,11121.0,2011-11-11 16:31:44.713000+00:00,2011-11-11 16:55:03.724000+00:00
184511,W_Completeren aanvraag,10909.0,2011-11-11 16:31:57.942000+00:00,2011-11-11 16:43:38.981000+00:00
183046,W_Completeren aanvraag,NOT SET,2011-11-11 16:33:14.720000+00:00,2011-11-11 16:33:43.999000+00:00
184484,W_Completeren aanvraag,NOT SET,2011-11-11 16:33:59.671000+00:00,2011-11-11 16:40:36.093000+00:00
180022,W_Nabellen offertes,NOT SET,2011-11-11 16:34:27.214000+00:00,2011-11-11 16:36:22.807000+00:00
184520,W_Completeren aanvraag,NOT SET,2011-11-11 16:35:02.855000+00:00,2011-11-11 16:39:27.047000+00:00
182140,W_Valideren aanvraag,10138.0,2011-11-11 16:38:05.520000+00:00,2011-11-11 16:51:12.734000+00:00
181712,W_Nabellen incomplete dossiers,NOT SET,2011-11-11 16:40:24.687000+00:00,2011-11-11 16:49:15.556000+00:00
183619,W_Completeren aanvraag,NOT SET,2011-11-11 16:41:46.923000+00:00,2011-11-11 16:42:28.647000+00:00
183046,W_Completeren aanvraag,NOT SET,2011-11-11 16:42:36.701000+00:00,2011-11-11 16:43:53.088000+00:00
184520,W_Completeren aanvraag,11201.0,2011-11-11 16:43:41.910000+00:00,2011-11-11 17:00:58.522000+00:00
184511,W_Completeren aanvraag,NOT SET,2011-11-11 16:44:21.913000+00:00,2011-11-11 16:46:08.272000+00:00
184544,W_Completeren aanvraag,10909.0,2011-11-11 16:48:06.352000+00:00,2011-11-11 16:55:52.976000+00:00
184571,W_Afhandelen leads,11121.0,2011-11-11 16:49:59.561000+00:00,2011-11-11 16:52:27.754000+00:00
184589,W_Completeren aanvraag,NOT SET,2011-11-11 16:52:14.595000+00:00,2011-11-11 16:52:24.749000+00:00
184568,W_Afhandelen leads,11121.0,2011-11-11 16:52:31.760000+00:00,2011-11-11 16:54:20.766000+00:00
176374,W_Nabellen incomplete dossiers,NOT SET,2011-11-11 16:57:49.101000+00:00,2011-11-11 17:12:28.752000+00:00
184520,W_Completeren aanvraag,11201.0,2011-11-11 17:01:46.045000+00:00,2011-11-11 17:05:44.726000+00:00
184490,W_Completeren aanvraag,NOT SET,2011-11-11 17:04:15.844000+00:00,2011-11-11 17:06:36.969000+00:00
183259,W_Nabellen offertes,10909.0,2011-11-11 17:04:53.346000+00:00,2011-11-11 17:09:13.993000+00:00
183910,W_Completeren aanvraag,11201.0,2011-11-11 17:06:12.423000+00:00,2011-11-11 17:06:24.107000+00:00
184009,W_Completeren aanvraag,11201.0,2011-11-11 17:06:34.353000+00:00,2011-11-11 17:06:46.492000+00:00
183910,W_Completeren aanvraag,11201.0,2011-11-11 17:07:10.289000+00:00,2011-11-11 17:14:04.267000+00:00
184009,W_Completeren aanvraag,NOT SET,2011-11-11 17:12:07.354000+00:00,2011-11-11 17:12:12.918000+00:00
176374,W_Nabellen incomplete dossiers,NOT SET,2011-11-11 17:15:35.289000+00:00,2011-11-11 17:15:53.967000+00:00
184499,W_Completeren aanvraag,11201.0,2011-11-11 17:15:56.264000+00:00,2011-11-11 17:20:04.878000+00:00
184009,W_Completeren aanvraag,NOT SET,2011-11-11 17:18:11.481000+00:00,2011-11-11 17:21:54.215000+00:00
184589,W_Completeren aanvraag,11121.0,2011-11-11 17:19:35.771000+00:00,2011-11-11 17:21:34.904000+00:00
184499,W_Completeren aanvraag,11201.0,2011-11-11 17:20:11.158000+00:00,2011-11-11 17:28:05.114000+00:00
176960,W_Valideren aanvraag,10972.0,2011-11-11 17:20:39.686000+00:00,2011-11-11 17:47:37.966000+00:00
184571,W_Completeren aanvraag,NOT SET,2011-11-11 17:22:41.858000+00:00,2011-11-12 16:34:29.204000+00:00
184592,W_Completeren aanvraag,11121.0,2011-11-11 17:23:35.403000+00:00,2011-11-11 17:25:43.848000+00:00
184598,W_Completeren aanvraag,11122.0,2011-11-11 17:25:15.752000+00:00,2011-11-11 17:28:34.225000+00:00
184568,W_Completeren aanvraag,11121.0,2011-11-11 17:25:51.622000+00:00,2011-11-11 17:27:05.046000+00:00
184589,W_Completeren aanvraag,NOT SET,2011-11-11 17:26:30.343000+00:00,2011-11-11 17:33:33.479000+00:00
184604,W_Afhandelen leads,11121.0,2011-11-11 17:27:28.921000+00:00,2011-11-11 17:28:49.158000+00:00
184132,W_Completeren aanvraag,11201.0,2011-11-11 17:29:58.141000+00:00,2011-11-11 17:30:05.421000+00:00
184598,W_Completeren aanvraag,11201.0,2011-11-11 17:30:12.839000+00:00,2011-11-11 17:30:19.280000+00:00
184592,W_Completeren aanvraag,11121.0,2011-11-11 17:30:17.635000+00:00,2011-11-11 17:38:56.911000+00:00
184604,W_Completeren aanvraag,NOT SET,2011-11-11 17:30:25.803000+00:00,2011-11-11 17:44:15.195000+00:00
180166,W_Valideren aanvraag,10809.0,2011-11-11 17:31:15.197000+00:00,2011-11-11 18:14:44.758000+00:00
182281,W_Nabellen offertes,10909.0,2011-11-11 17:32:18.983000+00:00,2011-11-11 17:32:24.937000+00:00
179408,W_Nabellen offertes,10909.0,2011-11-11 17:32:39.246000+00:00,2011-11-11 17:34:56.296000+00:00
184589,W_Completeren aanvraag,NOT SET,2011-11-11 17:33:46.327000+00:00,2011-11-11 17:37:32.554000+00:00
181885,W_Nabellen offertes,10909.0,2011-11-11 17:35:07.927000+00:00,2011-11-11 17:36:45.596000+00:00
184051,W_Nabellen offertes,11122.0,2011-11-11 17:38:35.362000+00:00,2011-11-11 17:39:05.410000+00:00
177953,W_Nabellen offertes,NOT SET,2011-11-11 17:42:01.749000+00:00,2011-11-11 17:44:47.193000+00:00
181781,W_Nabellen offertes,10909.0,2011-11-11 17:43:35.687000+00:00,2011-11-11 20:27:49.202000+00:00
181915,W_Nabellen offertes,10909.0,2011-11-11 17:43:37.989000+00:00,2011-11-11 17:45:22.821000+00:00
179760,W_Nabellen offertes,11122.0,2011-11-11 17:44:14.257000+00:00,2011-11-11 17:44:24.295000+00:00
180899,W_Nabellen offertes,11121.0,2011-11-11 17:44:19.397000+00:00,2011-11-11 17:45:52.405000+00:00
184604,W_Completeren aanvraag,NOT SET,2011-11-11 17:44:20.846000+00:00,2011-11-11 17:51:10.381000+00:00
181921,W_Nabellen offertes,11122.0,2011-11-11 17:44:27.900000+00:00,2011-11-11 17:46:31.128000+00:00
182326,W_Nabellen offertes,11122.0,2011-11-11 17:46:37.023000+00:00,2011-11-11 17:52:05.926000+00:00
181921,W_Nabellen offertes,11121.0,2011-11-11 17:49:41.197000+00:00,2011-11-11 17:50:03.904000+00:00
181993,W_Nabellen offertes,NOT SET,2011-11-11 17:50:52.983000+00:00,2011-11-11 17:55:34.738000+00:00
179763,W_Nabellen offertes,10909.0,2011-11-11 17:54:48.814000+00:00,2011-11-11 17:56:10.400000+00:00
176960,W_Valideren aanvraag,10972.0,2011-11-11 17:56:18.070000+00:00,2011-11-11 17:57:30.812000+00:00
182023,W_Nabellen offertes,10909.0,2011-11-11 17:56:28.469000+00:00,2011-11-11 17:58:51.002000+00:00
182029,W_Nabellen offertes,11122.0,2011-11-11 18:00:37.247000+00:00,2011-11-11 18:03:23.013000+00:00
184189,W_Completeren aanvraag,11201.0,2011-11-11 18:03:21.137000+00:00,2011-11-11 20:42:49.892000+00:00
184132,W_Completeren aanvraag,11201.0,2011-11-11 18:09:07.653000+00:00,2011-11-11 18:09:14.234000+00:00
184132,W_Completeren aanvraag,11201.0,2011-11-11 18:09:59.577000+00:00,2011-11-11 18:11:26.825000+00:00
184598,W_Completeren aanvraag,11201.0,2011-11-11 18:11:40.408000+00:00,2011-11-11 18:20:25.366000+00:00
181730,W_Valideren aanvraag,10809.0,2011-11-11 18:14:54.641000+00:00,2011-11-11 18:37:50.906000+00:00
184439,W_Completeren aanvraag,11122.0,2011-11-11 18:20:06.991000+00:00,2011-11-11 18:25:00.227000+00:00
184598,W_Nabellen offertes,11201.0,2011-11-11 18:20:53.946000+00:00,2011-11-11 18:21:28.301000+00:00
184598,W_Nabellen offertes,11201.0,2011-11-11 18:21:38.334000+00:00,2011-11-11 18:22:24.167000+00:00
184228,W_Completeren aanvraag,11203.0,2011-11-11 18:22:00.530000+00:00,2011-11-11 18:38:36.696000+00:00
182038,W_Nabellen offertes,11203.0,2011-11-11 18:41:03.638000+00:00,2011-11-11 18:41:10.924000+00:00
181966,W_Valideren aanvraag,10809.0,2011-11-11 18:43:03.843000+00:00,2011-11-11 19:06:33.991000+00:00
184622,W_Completeren aanvraag,10913.0,2011-11-11 18:53:22.491000+00:00,2011-11-11 18:55:39.144000+00:00
184622,W_Completeren aanvraag,10913.0,2011-11-11 18:55:47.534000+00:00,2011-11-11 19:00:23.071000+00:00
180604,W_Nabellen offertes,11203.0,2011-11-11 18:55:51.393000+00:00,2011-11-11 18:58:16.294000+00:00
181966,W_Nabellen incomplete dossiers,10809.0,2011-11-11 19:06:48.369000+00:00,2011-11-11 19:07:09.013000+00:00
181160,W_Nabellen offertes,11203.0,2011-11-11 19:07:22.200000+00:00,2011-11-11 19:08:56.006000+00:00
181145,W_Nabellen offertes,11203.0,2011-11-11 19:09:04.096000+00:00,2011-11-11 19:10:48.990000+00:00
182017,W_Nabellen offertes,11203.0,2011-11-11 19:11:49.622000+00:00,2011-11-11 19:14:34.871000+00:00
179736,W_Nabellen offertes,10913.0,2011-11-11 19:13:57.978000+00:00,2011-11-11 19:15:19.626000+00:00
181208,W_Nabellen offertes,11203.0,2011-11-11 19:15:14.870000+00:00,2011-11-11 19:15:21.935000+00:00
184099,W_Completeren aanvraag,11201.0,2011-11-11 19:17:54.822000+00:00,2011-11-11 19:25:51.721000+00:00
181175,W_Nabellen offertes,11203.0,2011-11-11 19:19:33.312000+00:00,2011-11-11 19:21:34.650000+00:00
180929,W_Nabellen offertes,11203.0,2011-11-11 19:22:49.893000+00:00,2011-11-11 19:27:02.004000+00:00
184099,W_Nabellen offertes,11201.0,2011-11-11 19:26:03.064000+00:00,2011-11-11 19:27:30.557000+00:00
179932,W_Nabellen offertes,11203.0,2011-11-11 19:27:13.262000+00:00,2011-11-11 19:29:27.850000+00:00
181285,W_Nabellen offertes,11203.0,2011-11-11 19:32:20.568000+00:00,2011-11-11 19:33:16.175000+00:00
182122,W_Nabellen incomplete dossiers,10909.0,2011-11-11 19:33:18.441000+00:00,2011-11-11 19:36:53.018000+00:00
182044,W_Nabellen offertes,11203.0,2011-11-11 19:35:28.329000+00:00,2011-11-11 19:37:35.556000+00:00
182065,W_Nabellen offertes,11203.0,2011-11-11 19:38:51.636000+00:00,2011-11-11 19:42:56.022000+00:00
184637,W_Completeren aanvraag,11122.0,2011-11-11 19:40:04.404000+00:00,2011-11-11 19:44:46.081000+00:00
183688,W_Completeren aanvraag,11201.0,2011-11-11 19:42:21.814000+00:00,2011-11-11 19:43:37.966000+00:00
184637,W_Completeren aanvraag,11122.0,2011-11-11 19:44:51.891000+00:00,2011-11-11 19:48:55.031000+00:00
184213,W_Completeren aanvraag,11201.0,2011-11-11 19:48:12.228000+00:00,2011-11-11 19:49:14.410000+00:00
184637,W_Completeren aanvraag,11122.0,2011-11-11 19:49:07.324000+00:00,2011-11-11 19:59:29.603000+00:00
184231,W_Completeren aanvraag,11201.0,2011-11-11 19:51:28.216000+00:00,2011-11-11 19:52:44.450000+00:00
184234,W_Completeren aanvraag,11201.0,2011-11-11 19:53:03.001000+00:00,2011-11-11 19:57:06.781000+00:00
179917,W_Nabellen offertes,11203.0,2011-11-11 19:57:04.214000+00:00,2011-11-11 19:59:38.974000+00:00
184637,W_Nabellen offertes,11122.0,2011-11-11 19:59:43.649000+00:00,2011-11-11 20:02:54.423000+00:00
180929,W_Nabellen offertes,10913.0,2011-11-11 20:09:15.437000+00:00,2011-11-11 20:09:22.065000+00:00
181145,W_Nabellen offertes,11203.0,2011-11-11 20:13:47.746000+00:00,2011-11-11 20:15:55.007000+00:00
184261,W_Completeren aanvraag,11201.0,2011-11-11 20:13:48.282000+00:00,2011-11-11 20:19:13.211000+00:00
180929,W_Nabellen offertes,11203.0,2011-11-11 20:16:10.490000+00:00,2011-11-11 20:16:22.392000+00:00
181333,W_Nabellen offertes,11203.0,2011-11-11 20:16:34.041000+00:00,2011-11-11 20:16:54.204000+00:00
179625,W_Nabellen offertes,11203.0,2011-11-11 20:17:55.420000+00:00,2011-11-11 20:22:22.831000+00:00
184270,W_Completeren aanvraag,11201.0,2011-11-11 20:20:49.150000+00:00,2011-11-11 20:21:20.881000+00:00
184153,W_Completeren aanvraag,11201.0,2011-11-11 20:21:38.674000+00:00,2011-11-11 20:21:47.676000+00:00
180295,W_Nabellen incomplete dossiers,10909.0,2011-11-11 20:21:49.996000+00:00,2011-11-11 20:22:18.523000+00:00
184297,W_Completeren aanvraag,11201.0,2011-11-11 20:23:13.084000+00:00,2011-11-11 20:23:44.471000+00:00
184324,W_Completeren aanvraag,11201.0,2011-11-11 20:32:13.770000+00:00,2011-11-11 20:35:24.542000+00:00
184291,W_Completeren aanvraag,11201.0,2011-11-11 20:35:37.287000+00:00,2011-11-11 20:37:06.342000+00:00
178462,W_Nabellen offertes,11203.0,2011-11-11 20:36:28.224000+00:00,2011-11-11 20:36:39.295000+00:00
183585,W_Completeren aanvraag,11201.0,2011-11-11 20:37:13.399000+00:00,2011-11-11 20:42:49.886000+00:00
181420,W_Nabellen offertes,11203.0,2011-11-11 20:39:17.778000+00:00,2011-11-11 20:42:05.630000+00:00
179932,W_Nabellen offertes,10909.0,2011-11-11 20:40:56.787000+00:00,2011-11-11 20:41:17.894000+00:00
183585,W_Completeren aanvraag,11201.0,2011-11-11 20:42:57.645000+00:00,2011-11-11 20:43:22.807000+00:00
184189,W_Completeren aanvraag,11201.0,2011-11-11 20:43:41.099000+00:00,2011-11-11 20:56:34.528000+00:00
184610,W_Completeren aanvraag,11122.0,2011-11-11 20:46:53.679000+00:00,2011-11-11 20:48:34.991000+00:00
184655,W_Completeren aanvraag,11122.0,2011-11-11 20:50:25.216000+00:00,2011-11-11 21:02:24.867000+00:00
180586,W_Nabellen offertes,11203.0,2011-11-11 20:50:55.780000+00:00,2011-11-11 20:53:48.162000+00:00
182083,W_Nabellen offertes,11203.0,2011-11-11 20:56:18.468000+00:00,2011-11-11 20:58:08.085000+00:00
180929,W_Nabellen offertes,10913.0,2011-11-11 20:56:24.988000+00:00,2011-11-11 20:57:44.565000+00:00
184189,W_Nabellen offertes,11201.0,2011-11-11 20:56:45.984000+00:00,2011-11-11 21:00:36.929000+00:00
181505,W_Nabellen offertes,11203.0,2011-11-11 20:59:28.765000+00:00,2011-11-11 21:05:00.240000+00:00
184655,W_Nabellen offertes,11122.0,2011-11-11 21:02:43.521000+00:00,2011-11-11 21:11:13.012000+00:00
182128,W_Completeren aanvraag,11201.0,2011-11-11 21:03:53.260000+00:00,2011-11-11 21:04:01.262000+00:00
183997,W_Completeren aanvraag,11201.0,2011-11-11 21:04:09.717000+00:00,2011-11-11 21:04:24.110000+00:00
184012,W_Completeren aanvraag,11201.0,2011-11-11 21:04:36.305000+00:00,2011-11-11 21:04:57.354000+00:00
183856,W_Completeren aanvraag,11201.0,2011-11-11 21:05:06.310000+00:00,2011-11-11 21:05:21.488000+00:00
180880,W_Nabellen offertes,11203.0,2011-11-11 21:05:07.570000+00:00,2011-11-11 21:05:50.316000+00:00
180880,W_Nabellen offertes,11203.0,2011-11-11 21:06:12.600000+00:00,2011-11-11 21:07:06.765000+00:00
184469,W_Completeren aanvraag,11201.0,2011-11-11 21:06:42.627000+00:00,2011-11-11 21:08:30.762000+00:00
184183,W_Completeren aanvraag,10913.0,2011-11-11 21:08:57.960000+00:00,2011-11-11 21:14:56.876000+00:00
181541,W_Nabellen offertes,11203.0,2011-11-11 21:09:44.922000+00:00,2011-11-11 21:13:24.050000+00:00
183619,W_Completeren aanvraag,11201.0,2011-11-11 21:11:12.791000+00:00,2011-11-11 21:12:06.421000+00:00
184490,W_Completeren aanvraag,11201.0,2011-11-11 21:12:24.664000+00:00,2011-11-11 21:13:29.384000+00:00
181966,W_Nabellen incomplete dossiers,10909.0,2011-11-11 21:13:43.806000+00:00,2011-11-11 21:16:36.707000+00:00
184568,W_Completeren aanvraag,11201.0,2011-11-11 21:14:13.602000+00:00,2011-11-11 21:14:56.419000+00:00
184084,W_Completeren aanvraag,10913.0,2011-11-11 21:15:01.635000+00:00,2011-11-11 21:18:13.031000+00:00
184511,W_Completeren aanvraag,11201.0,2011-11-11 21:15:34.547000+00:00,2011-11-11 21:15:40.158000+00:00
184511,W_Completeren aanvraag,11201.0,2011-11-11 21:15:43.542000+00:00,2011-11-11 21:15:49.203000+00:00
182128,W_Completeren aanvraag,11201.0,2011-11-11 21:15:51.694000+00:00,2011-11-11 21:15:57.579000+00:00
184153,W_Completeren aanvraag,11201.0,2011-11-11 21:17:31.436000+00:00,2011-11-11 21:19:53.745000+00:00
184511,W_Completeren aanvraag,10913.0,2011-11-11 21:19:04.888000+00:00,2011-11-11 21:19:13.388000+00:00
184297,W_Completeren aanvraag,11201.0,2011-11-11 21:20:01.397000+00:00,2011-11-11 21:21:20.424000+00:00
182128,W_Completeren aanvraag,10913.0,2011-11-11 21:22:33.014000+00:00,2011-11-11 21:22:38.076000+00:00
184511,W_Completeren aanvraag,10913.0,2011-11-11 21:22:42.980000+00:00,2011-11-11 21:22:48.210000+00:00
180929,W_Nabellen offertes,10909.0,2011-11-11 21:22:50.548000+00:00,2011-11-11 21:24:24.558000+00:00
184619,W_Completeren aanvraag,10913.0,2011-11-11 21:23:12.448000+00:00,2011-11-11 21:42:44.281000+00:00
182185,W_Completeren aanvraag,11201.0,2011-11-11 21:23:30.267000+00:00,2011-11-11 21:25:25.582000+00:00
181682,W_Nabellen offertes,11203.0,2011-11-11 21:24:16.864000+00:00,2011-11-11 21:27:54.808000+00:00
183229,W_Completeren aanvraag,11201.0,2011-11-11 21:26:42.477000+00:00,2011-11-11 21:27:14.014000+00:00
182128,W_Completeren aanvraag,10909.0,2011-11-11 21:27:44.579000+00:00,2011-11-11 21:27:54.520000+00:00
182461,W_Completeren aanvraag,11201.0,2011-11-11 21:29:24.280000+00:00,2011-11-11 21:32:04.018000+00:00
181181,W_Nabellen offertes,11203.0,2011-11-11 21:30:12.513000+00:00,2011-11-11 21:32:23.006000+00:00
180595,W_Nabellen offertes,10909.0,2011-11-11 21:30:58.482000+00:00,2011-11-11 21:33:17.655000+00:00
184511,W_Completeren aanvraag,11201.0,2011-11-11 21:32:10.792000+00:00,2011-11-11 21:37:48.655000+00:00
182134,W_Nabellen offertes,11203.0,2011-11-11 21:32:31.300000+00:00,2011-11-11 21:35:29.751000+00:00
182086,W_Nabellen offertes,11203.0,2011-11-11 21:37:23.572000+00:00,2011-11-11 21:40:07.805000+00:00
182128,W_Completeren aanvraag,11201.0,2011-11-11 21:38:06.228000+00:00,2011-11-11 21:39:54.703000+00:00
182149,W_Nabellen offertes,11203.0,2011-11-11 21:40:14.560000+00:00,2011-11-11 21:40:31.137000+00:00
184667,W_Completeren aanvraag,11122.0,2011-11-11 21:40:18.932000+00:00,2011-11-11 21:46:38.050000+00:00
180094,W_Nabellen offertes,10909.0,2011-11-11 21:41:54.824000+00:00,2011-11-11 21:42:53.087000+00:00
181745,W_Nabellen offertes,10909.0,2011-11-11 21:43:15.757000+00:00,2011-11-11 21:57:14.589000+00:00
182569,W_Completeren aanvraag,11201.0,2011-11-11 21:43:53.929000+00:00,2011-11-11 21:46:22.715000+00:00
184667,W_Nabellen offertes,11122.0,2011-11-11 21:46:49.126000+00:00,2011-11-11 21:47:31.373000+00:00
184667,W_Nabellen offertes,11122.0,2011-11-11 21:47:40.544000+00:00,2011-11-11 21:48:54.224000+00:00
183046,W_Completeren aanvraag,11201.0,2011-11-11 21:49:51.299000+00:00,2011-11-11 21:50:58.530000+00:00
184673,W_Afhandelen leads,11121.0,2011-11-12 11:04:19.280000+00:00,2011-11-12 11:11:40.379000+00:00
184270,W_Completeren aanvraag,11121.0,2011-11-12 11:06:38.447000+00:00,2011-11-12 11:11:40.382000+00:00
183853,W_Nabellen offertes,NOT SET,2011-11-12 11:11:09.272000+00:00,2011-11-12 11:11:51.726000+00:00
184270,W_Completeren aanvraag,11121.0,2011-11-12 11:11:42.824000+00:00,2011-11-12 11:27:11.338000+00:00
181565,W_Valideren aanvraag,NOT SET,2011-11-12 11:18:35.668000+00:00,2011-11-12 11:19:41.727000+00:00
181565,W_Valideren aanvraag,NOT SET,2011-11-12 11:19:44.474000+00:00,2011-11-12 11:19:54.336000+00:00
183223,W_Nabellen offertes,11121.0,2011-11-12 11:22:37.834000+00:00,2011-11-12 11:27:11.331000+00:00
183223,W_Nabellen offertes,11121.0,2011-11-12 11:28:26.592000+00:00,2011-11-12 11:29:12.554000+00:00
183223,W_Nabellen offertes,11121.0,2011-11-12 11:29:19.676000+00:00,2011-11-12 11:29:25.706000+00:00
183223,W_Nabellen offertes,11121.0,2011-11-12 11:29:43.168000+00:00,2011-11-12 11:30:26.156000+00:00
183223,W_Nabellen offertes,11121.0,2011-11-12 11:30:33.044000+00:00,2011-11-12 11:31:54.005000+00:00
184270,W_Completeren aanvraag,11121.0,2011-11-12 11:33:06.853000+00:00,2011-11-12 11:38:59.486000+00:00
180754,W_Nabellen incomplete dossiers,10913.0,2011-11-12 11:33:14.621000+00:00,2011-11-12 11:33:37.972000+00:00
184270,W_Nabellen offertes,11121.0,2011-11-12 11:39:18.414000+00:00,2011-11-12 11:44:22.393000+00:00
181682,W_Nabellen offertes,11121.0,2011-11-12 11:45:31.919000+00:00,2011-11-12 11:45:41.211000+00:00
184712,W_Completeren aanvraag,11121.0,2011-11-12 11:46:12.584000+00:00,2011-11-12 11:46:39.820000+00:00
184676,W_Completeren aanvraag,11000.0,2011-11-12 11:48:15.883000+00:00,2011-11-12 11:50:51.501000+00:00
183052,W_Nabellen offertes,NOT SET,2011-11-12 11:50:58.974000+00:00,2011-11-12 11:54:11.323000+00:00
184054,W_Completeren aanvraag,11121.0,2011-11-12 11:51:21.154000+00:00,2011-11-12 11:52:02.065000+00:00
184679,W_Completeren aanvraag,11000.0,2011-11-12 11:55:17.521000+00:00,2011-11-12 11:57:15.331000+00:00
184679,W_Completeren aanvraag,11121.0,2011-11-12 11:59:44.279000+00:00,2011-11-12 11:59:51.096000+00:00
184724,W_Completeren aanvraag,11000.0,2011-11-12 11:59:53.896000+00:00,2011-11-12 12:04:38.537000+00:00
184054,W_Completeren aanvraag,11121.0,2011-11-12 12:00:29.211000+00:00,2011-11-12 12:00:36.763000+00:00
184697,W_Completeren aanvraag,11121.0,2011-11-12 12:01:05.500000+00:00,2011-11-12 12:05:00.756000+00:00
184733,W_Completeren aanvraag,11121.0,2011-11-12 12:09:05.065000+00:00,2011-11-12 12:11:30.821000+00:00
184439,W_Nabellen offertes,NOT SET,2011-11-12 12:10:58.681000+00:00,2011-11-12 12:13:54.250000+00:00
184439,W_Nabellen offertes,NOT SET,2011-11-12 12:14:06.540000+00:00,2011-11-12 12:15:04.969000+00:00
180847,W_Completeren aanvraag,11000.0,2011-11-12 12:14:36.610000+00:00,2011-11-12 12:23:13.266000+00:00
182689,W_Nabellen offertes,10912.0,2011-11-12 12:15:22.423000+00:00,2011-11-12 12:15:59.498000+00:00
184694,W_Afhandelen leads,NOT SET,2011-11-12 12:17:11.683000+00:00,2011-11-12 12:17:39.865000+00:00
184706,W_Afhandelen leads,NOT SET,2011-11-12 12:18:26.202000+00:00,2011-11-12 12:20:28.948000+00:00
184739,W_Afhandelen leads,NOT SET,2011-11-12 12:23:44.911000+00:00,2011-11-12 12:25:47.073000+00:00
184673,W_Afhandelen leads,NOT SET,2011-11-12 12:26:36.074000+00:00,2011-11-12 12:27:50.029000+00:00
184676,W_Completeren aanvraag,11121.0,2011-11-12 12:32:01.397000+00:00,2011-11-12 12:44:05.717000+00:00
183688,W_Completeren aanvraag,11000.0,2011-11-12 12:32:09.306000+00:00,2011-11-12 12:33:27.675000+00:00
183745,W_Completeren aanvraag,11000.0,2011-11-12 12:33:34.821000+00:00,2011-11-12 12:34:56.534000+00:00
184132,W_Completeren aanvraag,11000.0,2011-11-12 12:39:35.884000+00:00,2011-11-12 12:43:07.752000+00:00
184754,W_Afhandelen leads,NOT SET,2011-11-12 12:41:55.437000+00:00,2011-11-12 12:45:03.820000+00:00
184712,W_Completeren aanvraag,11121.0,2011-11-12 12:44:40.547000+00:00,2011-11-12 12:57:43.327000+00:00
183169,W_Nabellen offertes,NOT SET,2011-11-12 12:53:20.309000+00:00,2011-11-12 12:56:51.290000+00:00
184712,W_Nabellen offertes,11121.0,2011-11-12 12:57:54.727000+00:00,2011-11-12 12:57:59.055000+00:00
180577,W_Nabellen incomplete dossiers,10913.0,2011-11-12 12:58:08.266000+00:00,2011-11-12 12:59:46.664000+00:00
184712,W_Nabellen offertes,11121.0,2011-11-12 12:58:20.348000+00:00,2011-11-12 12:59:00.548000+00:00
184712,W_Nabellen offertes,11121.0,2011-11-12 12:59:21.368000+00:00,2011-11-12 13:00:53.567000+00:00
183943,W_Completeren aanvraag,11000.0,2011-11-12 13:05:07.215000+00:00,2011-11-12 13:05:13.309000+00:00
183943,W_Completeren aanvraag,11000.0,2011-11-12 13:05:56.020000+00:00,2011-11-12 13:06:04.758000+00:00
183943,W_Completeren aanvraag,11000.0,2011-11-12 13:12:26.351000+00:00,2011-11-12 13:14:00.372000+00:00
184213,W_Completeren aanvraag,10913.0,2011-11-12 13:12:46.098000+00:00,2011-11-12 13:14:26.822000+00:00
184231,W_Completeren aanvraag,10913.0,2011-11-12 13:14:32.668000+00:00,2011-11-12 13:15:17.725000+00:00
184234,W_Completeren aanvraag,10913.0,2011-11-12 13:15:24.279000+00:00,2011-11-12 13:16:07.419000+00:00
